Date,Circle,Division,PSS,Equipment Name,PTR No.,PTR Capacity (MVA),Max Voltage,Time,Min Voltage,Time,Max Loading,Time,Min Loading,Time,Remarks
,,,,, , ,(kV),(hh:mm),(kV),(hh:mm),(Amp),(hh:mm),(Amp),(hh:mm),
2/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , , , , , ,16,20:00:00,9,12:00:00, 
2/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , , , , , ,9,3:00:00,6,10:00:00, 
2/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , ,47,22:00:00,26,13:00:00, 
2/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,26,15:00:00,18,8:00:00, 
2/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5, , , , ,18,22:00:00,6,11:00:00, 
2/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5, , , , ,12,4:00:00,5,10:00:00, 
2/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5, , , , ,24,19:00:00,14,13:00:00, 
2/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,25,3:00:00,18,8:00:00, 
2/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
2/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,3,0:00:00,0,0:00:00, , , , , 
2/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
3/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,8:00:00,33,11:00:00,72,23:00:00,25,15:00:00, 
3/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,11:00:00,19,22:00:00,17,23:00:00,9,9:00:00, 
3/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,9:00:00,33,10:00:00,9,23:00:00,6,16:00:00, 
3/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , , , , , , 
3/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , , , , , , 
3/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,8:00:00,11,13:00:00,18,23:00:00,8,14:00:00, 
3/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,9:00:00,11,7:00:00,11,23:00:00,4,14:00:00, 
3/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,8:00:00,11,15:00:00,24,23:00:00,15,14:00:00, 
3/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,24,23:00:00,16,9:00:00, 
3/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
3/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
3/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , ,0.916666667,0:00:00,0.958333333,0:00:00, 
4/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,1:00:00,32,16:00:00,73,22:00:00,46,16:00:00, 
4/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,2:00:00,18,20:00:00,18,1:00:00,11,10:00:00, 
4/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,1:00:00,32,19:00:00,10,13:00:00,6,10:00:00, 
4/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , ,11,1:00:00,10,13:00:00,48,22:00:00,32,10:00:00, 
4/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,28,13:00:00,19,8:00:00, 
4/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,1:00:00,11,22:00:00,18,22:00:00,9,10:00:00, 
4/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,2:00:00,11,23:00:00,11,22:00:00,5,10:00:00, 
4/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5, , , , ,24,1:00:00,17,17:00:00, 
4/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,22,2:00:00,15,14:00:00, 
4/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
4/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , , , , , ,0.916666667,0:00:00,0.041666667,0:00:00, 
4/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
5/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,2:00:00,32,20:00:00,74,21:00:00,45,16:00:00, 
5/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,2:00:00,18,21:00:00,17,22:00:00,9,14:00:00, 
5/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,2:00:00,32,21:00:00,8,6:00:00,6,16:00:00, 
5/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , ,11,2:00:00,10,10:00:00,49,22:00:00,27,13:00:00, 
5/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,23,6:00:00,17,17:00:00, 
5/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,1:00:00,11,22:00:00,19,22:00:00,10,15:00:00, 
5/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,2:00:00,11,23:00:00,11,21:00:00,5,16:00:00, 
5/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,1:00:00,11,23:00:00,25,18:00:00,14,14:00:00, 
5/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,23,6:00:00,17,17:00:00, 
5/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
5/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,5,0:00:00,0.041666667,0:00:00,0.958333333,0:00:00,0.333333333,0:00:00, 
5/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
6/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , , , , , ,67,21:00:00,41,14:00:00, 
6/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , , , , , ,16,1:00:00,10,14:00:00, 
6/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , , , , , ,8,14:00:00,5,15:00:00, 
6/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , ,46,1:00:00,30,14:00:00, 
6/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,24,14:00:00,15,16:00:00, 
6/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5, , , , ,18,2:00:00,11,12:00:00, 
6/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5, , , , ,10,3:00:00,5,14:00:00, 
6/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5, , , , ,23,21:00:00,15,15:00:00, 
6/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,24,14:00:00,15,15:00:00, 
6/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
6/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,3,0:00:00,0,0:00:00, , , , , 
6/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
7/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,8:00:00,33,12:00:00,80,23:00:00,45,16:00:00, 
7/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,6:00:00,19,15:00:00,19,23:00:00,4,16:00:00, 
7/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,9:00:00,33,15:00:00,9,23:00:00,6,16:00:00, 
7/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , , , , , , 
7/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , , , , , , 
7/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,12:00:00,11,22:00:00,20,23:00:00,10,13:00:00, 
7/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,8:00:00,11,16:00:00,12,23:00:00,5,15:00:00, 
7/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,14:00:00,11,23:00:00,24,23:00:00,13,14:00:00, 
7/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,24,23:00:00,16,9:00:00, 
7/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
7/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , , , , , ,0.625,0:00:00,0.916666667,0:00:00, 
7/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
8/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , , , , , ,70,1:00:00,44,6:00:00, 
8/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , , , , , ,17,4:00:00,7,9:00:00, 
8/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , , , , , ,10,18:00:00,6,9:00:00, 
8/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , ,49,2:00:00,20,9:00:00, 
8/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,23,19:00:00,18,9:00:00, 
8/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5, , , , ,24,4:00:00,11,23:00:00, 
8/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5, , , , ,10,2:00:00,6,8:00:00, 
8/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5, , , , ,25,18:00:00,16,13:00:00, 
8/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,29,18:00:00,18,9:00:00, 
8/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
8/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,3,0:00:00,0,0:00:00, , , , , 
8/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
9/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,8:00:00,33,10:00:00,60,7:00:00,24,19:00:00, 
9/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,8:00:00,19,15:00:00,14,19:00:00,8,17:00:00, 
9/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,11:00:00,33,16:00:00,8,14:00:00,6,8:00:00, 
9/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , , , , , , 
9/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , , , , , , 
9/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,6:00:00,11,9:00:00,17,20:00:00,9,8:00:00, 
9/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,9:00:00,11,15:00:00,11,16:00:00,6,10:00:00, 
9/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,11:00:00,11,19:00:00,22,7:00:00,17,14:00:00, 
9/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,22,6:00:00,16,10:00:00, 
9/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
9/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , , , , , ,0.791666667,0:00:00,0.333333333,0:00:00, 
9/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
10/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,10:00:00,33,15:00:00,68,23:00:00,33,1:00:00, 
10/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,8:00:00,19,14:00:00,16,23:00:00,10,13:00:00, 
10/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,9:00:00,33,18:00:00,9,23:00:00,6,13:00:00, 
10/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , , , , , , 
10/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , , , , , , 
10/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,9:00:00,11,13:00:00,18,23:00:00,10,11:00:00, 
10/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,10:00:00,12,19:00:00,11,23:00:00,6,11:00:00, 
10/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,6:00:00,11,14:00:00,25,19:00:00,12,7:00:00, 
10/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,25,23:00:00,17,11:00:00, 
10/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
10/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , , , , , ,0.666666667,0:00:00,0.791666667,0:00:00, 
10/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
11/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,1:00:00,32,18:00:00,76,22:00:00,36,12:00:00, 
11/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,2:00:00,18,12:00:00,17,22:00:00,11,14:00:00, 
11/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,1:00:00,32,18:00:00,9,1:00:00,6,16:00:00, 
11/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , ,11,1:00:00,10,14:00:00,51,22:00:00,25,12:00:00, 
11/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,24,1:00:00,15,10:00:00, 
11/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,1:00:00,11,22:00:00,20,22:00:00,10,10:00:00, 
11/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,2:00:00,11,22:00:00,11,22:00:00,5,13:00:00, 
11/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,1:00:00,11,22:00:00,25,19:00:00,16,14:00:00, 
11/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,24,1:00:00,15,10:00:00, 
11/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
11/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,5,0:00:00,0.041666667,0:00:00,0.916666667,0:00:00,0.916666667,0:00:00, 
11/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
12/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , , , , , ,70,19:00:00,46,15:00:00, 
12/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , , , , , ,16,19:00:00,10,16:00:00, 
12/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , , , , , ,7,18:00:00,6,16:00:00, 
12/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , ,47,19:00:00,32,15:00:00, 
12/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,22,11:00:00,17,17:00:00, 
12/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5, , , , ,19,19:00:00,12,16:00:00, 
12/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5, , , , ,10,20:00:00,5,10:00:00, 
12/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5, , , , ,23,19:00:00,13,15:00:00, 
12/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,22,22:00:00,17,17:00:00, 
12/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
12/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,3,0:00:00,0,0:00:00, , , , , 
12/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
13/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,8:00:00,33,11:00:00,70,23:00:00,48,14:00:00, 
13/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,9:00:00,19,15:00:00,17,23:00:00,10,14:00:00, 
13/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,12:00:00,33,19:00:00,8,23:00:00,6,12:00:00, 
13/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , , , , , , 
13/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , , , , , , 
13/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,10:00:00,11,18:00:00,19,23:00:00,9,12:00:00, 
13/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,8:00:00,11,14:00:00,11,23:00:00,5,10:00:00, 
13/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,14:00:00,11,19:00:00,24,19:00:00,14,14:00:00, 
13/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,23,23:00:00,17,10:00:00, 
13/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
13/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , , , , , ,0.916666667,0:00:00,0.958333333,0:00:00, 
13/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
14/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , , , , , ,72,18:00:00,44,13:00:00, 
14/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , , , , , ,17,23:00:00,9,12:00:00, 
14/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , , , , , ,8,21:00:00,6,12:00:00, 
14/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , ,52,23:59:00,28,12:00:00, 
14/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,25,23:59:00,28,12:00:00, 
14/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5, , , , ,19,23:59:00,11,12:00:00, 
14/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5, , , , ,12,23:59:00,6,11:00:00, 
14/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5, , , , ,24,23:59:00,14,13:00:00, 
14/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,25,23:59:00,17,12:00:00, 
14/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
14/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,3,0:00:00,0,0:00:00, , , , , 
14/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
15/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,2:00:00,32,16:00:00,72,19:00:00,48,14:00:00, 
15/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,2:00:00,18,16:00:00,17,1:00:00,9,10:00:00, 
15/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,1:00:00,32,20:00:00,8,1:00:00,6,10:00:00, 
15/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , ,11,1:00:00,11,12:00:00,50,1:00:00,28,10:00:00, 
15/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,26,18:00:00,19,3:00:00, 
15/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,1:00:00,11,22:00:00,18,18:00:00,10,16:00:00, 
15/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,2:00:00,11,23:00:00,12,1:00:00,6,11:00:00, 
15/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,1:00:00,11,22:00:00,22,1:00:00,13,14:00:00, 
15/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,26,18:00:00,16,10:00:00, 
15/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
15/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,5,0:00:00,0.041666667,0:00:00,0.916666667,0:00:00,0.333333333,0:00:00, 
15/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
16/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , , , , , ,71,19:00:00,45,16:00:00, 
16/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , , , , , ,16,20:00:00,10,11:00:00, 
16/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , , , , , ,8,21:00:00,6,15:00:00, 
16/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , ,49,20:00:00,33,15:00:00, 
16/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,23,18:00:00,17,12:00:00, 
16/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5, , , , ,18,20:00:00,8,11:00:00, 
16/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5, , , , ,11,21:00:00,6,12:00:00, 
16/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5, , , , ,24,18:00:00,14,14:00:00, 
16/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,23,18:00:00,17,12:00:00, 
16/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
16/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,3,0:00:00,0,0:00:00, , , , , 
16/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
17/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,8:00:00,33,12:00:00,68,19:00:00,38,13:00:00, 
17/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,9:00:00,19,11:00:00,16,19:00:00,5,13:00:00, 
17/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,5:00:00,33,10:00:00,8,23:00:00,6,13:00:00, 
17/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , , , , , , , , , , 
17/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , , , , , , 
17/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,11:00:00,11,13:00:00,17,19:00:00,9,13:00:00, 
17/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,6:00:00,11,14:00:00,11,3:00:00,6,12:00:00, 
17/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,8:00:00,11,17:00:00,27,12:00:00,17,6:00:00, 
17/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,27,18:00:00,16,14:00:00, 
17/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
17/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , , , , , ,0.625,0:00:00,0.75,0:00:00, 
17/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
18/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,1:00:00,32,18:00:00,67,19:00:00,41,14:00:00, 
18/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,1:00:00,18,18:00:00,16,19:00:00,10,14:00:00, 
18/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,2:00:00,32,18:00:00,7,5:00:00,6,14:00:00, 
18/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , ,11,1:00:00,10,8:00:00,47,19:00:00,31,13:00:00, 
18/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,21,18:00:00,17,12:00:00, 
18/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,1:00:00,11,23:00:00,16,20:00:00,9,12:00:00, 
18/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,2:00:00,11,22:00:00,10,18:00:00,5,10:00:00, 
18/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,1:00:00,11,23:00:00,24,18:00:00,12,14:00:00, 
18/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,21,19:00:00,16,9:00:00, 
18/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
18/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,5,0:00:00,0.041666667,0:00:00,0.916666667,0:00:00,0.75,0:00:00, 
18/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
19/10/2025,RKL,SED,SUBDEGA,33kV I/C-1 (GSS), , ,33,1:00:00,32,22:00:00,67,19:00:00,44,14:00:00, 
19/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (33kV), , ,19,2:00:00,18,13:00:00,17,20:00:00,10,14:00:00, 
19/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (33kV), , ,33,1:00:00,32,19:00:00,7,6:00:00,6,10:00:00, 
19/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-1 (11kV), , ,11,1:00:00,10,17:00:00,49,18:00:00,32,14:00:00, 
19/10/2025,RKL,SED,SUBDEGA,5 MVA PTR-2 (11kV), , , , , , ,25,19:00:00,16,2:00:00, 
19/10/2025,RKL,SED,SUBDEGA,11kV TANGORGAON,1,5,11,1:00:00,10,16:00:00,19,20:00:00,11,16:00:00, 
19/10/2025,RKL,SED,SUBDEGA,11kV ROULDEGA,1,5,11,2:00:00,10,16:00:00,11,21:00:00,4,13:00:00, 
19/10/2025,RKL,SED,SUBDEGA,11kV DEOGAON,1,5,11,1:00:00,10,16:00:00,25,18:00:00,16,14:00:00, 
19/10/2025,RKL,SED,SUBDEGA,11kV SUBDEGA,2,5, , , , ,25,19:00:00,16,2:00:00, 
19/10/2025,RKL,SED,SUBDEGA,11kV OLD BALISANKARA,2,5, , , , , , , , , 
19/10/2025,RKL,SED,SUBDEGA,Station Transformer (33kV/0.415kV), , ,5,0:00:00,0.083333333,0:00:00,0.666666667,0:00:00,0.208333333,0:00:00, 
19/10/2025,RKL,SED,SUBDEGA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
