Date,Circle,Division,PSS,Equipment Name,PTR No.,PTR Capacity (MVA),Max Voltage,Time,Min Voltage,Time,Max Loading,Time,Min Loading,Time,Remarks
,,,,, , ,(kV),(hh:mm),(kV),(hh:mm),(Amp),(hh:mm),(Amp),(hh:mm),
2/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.78,13:00:00,10.21,23:00:00,50.74,2:00:00,36.76,13:00:00, 
2/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.78,13:00:00,10.21,23:00:00,19.16,1:00:00,11.45,13:00:00, 
2/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.78,13:00:00,10.21,23:00:00,30.1,2:00:00,22.89,14:00:00, 
2/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.78,13:00:00,10.21,23:00:00,21.39,1:00:00,13.18,17:00:00, 
2/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.78,13:00:00,10.21,23:00:00,19.13,1:00:00,11.45,13:00:00, 
2/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
2/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
3/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32.6,13:00:00,32,18:00:00,23.26,19:00:00,15.27,14:00:00, 
3/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32.6,13:00:00,32,18:00:00,16.71,23:00:00,11.84,14:00:00, 
3/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32.6,13:00:00,32,18:00:00,7,19:00:00,3.75,15:00:00, 
3/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.85,13:00:00,10.54,18:00:00,52.69,1:00:00,34.78,14:00:00, 
3/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.85,13:00:00,10.54,18:00:00,19,19:00:00,9.54,15:00:00, 
3/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.85,13:00:00,10.54,18:00:00,29.26,22:00:00,19.78,14:00:00, 
3/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.85,13:00:00,10.54,18:00:00,19,21:00:00,13.56,14:00:00, 
3/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.85,13:00:00,10.54,18:00:00,19,19:00:00,9.54,15:00:00, 
3/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
3/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
4/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32.6,8:00:00,32,18:00:00,23.51,19:00:00,16.37,13:00:00, 
4/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32.6,8:00:00,32,18:00:00,16.42,20:00:00,11.5,15:00:00, 
4/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32.6,8:00:00,32,18:00:00,7.46,18:00:00,4.39,9:00:00, 
4/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.72,8:00:00,10.52,18:00:00,50,19:00:00,30.92,15:00:00, 
4/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.72,8:00:00,10.52,18:00:00,20.51,19:00:00,10.26,15:00:00, 
4/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.72,8:00:00,10.52,18:00:00,29.69,20:00:00,19.17,15:00:00, 
4/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.72,8:00:00,10.52,18:00:00,19.94,19:00:00,11.28,15:00:00, 
4/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.72,8:00:00,10.52,18:00:00,20.51,18:00:00,10.26,15:00:00, 
4/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
4/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
5/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,5:00:00,32,7:00:00,24.8,18:00:00,15.92,15:00:00, 
5/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,5:00:00,32,7:00:00,17.86,18:00:00,11.45,15:00:00, 
5/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,5:00:00,32,7:00:00,7.92,18:00:00,4.24,11:00:00, 
5/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.78,17:00:00,10.49,1:00:00,50.12,19:00:00,31.98,15:00:00, 
5/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.78,17:00:00,10.49,1:00:00,21.81,18:00:00,11.54,11:00:00, 
5/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.78,17:00:00,10.49,1:00:00,31.95,18:00:00,15.1,14:00:00, 
5/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.78,17:00:00,10.49,1:00:00,18.11,18:00:00,12.83,12:00:00, 
5/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.78,17:00:00,10.49,1:00:00,21.88,19:00:00,11.54,11:00:00, 
5/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
5/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
6/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32.7,10:00:00,32,18:00:00,23.67,18:00:00,17.29,13:00:00, 
6/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32.7,10:00:00,32,18:00:00,16,18:00:00,12.39,4:00:00, 
6/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32.7,10:00:00,32,18:00:00,7.41,18:00:00,3.45,15:00:00, 
6/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.79,10:00:00,10.4,18:00:00,45.67,18:00:00,17.38,9:00:00, 
6/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.79,10:00:00,10.4,18:00:00,19.48,18:00:00,8.89,14:00:00, 
6/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.79,10:00:00,10.4,18:00:00,30.49,6:00:00,16.81,20:00:00, 
6/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.79,10:00:00,10.4,18:00:00,27.41,20:00:00,14.49,14:00:00, 
6/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.79,10:00:00,10.4,18:00:00,19.18,18:00:00,8.89,14:00:00, 
6/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
6/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
7/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,6:00:00,32,15:00:00,25.39,23:00:00,19.52,15:00:00, 
7/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,6:00:00,32,15:00:00,18.33,23:00:00,11,14:00:00, 
7/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,6:00:00,32,15:00:00,7.39,19:00:00,4.28,8:00:00, 
7/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.71,1:00:00,10.37,19:00:00,51.21,23:59:00,30.81,14:00:00, 
7/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.37,1:00:00,10.37,19:00:00,21.1,19:00:00,10.11,6:00:00, 
7/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.71,1:00:00,10.37,19:00:00,31.24,23:00:00,15.23,14:00:00, 
7/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.71,1:00:00,10.37,19:00:00,24,23:00:00,14.73,13:00:00, 
7/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.71,1:00:00,10.37,19:00:00,21,19:00:00,10.11,6:00:00, 
7/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
7/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
8/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,3:00:00,32,7:00:00,25.44,1:00:00,13.77,11:00:00, 
8/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,3:00:00,32,7:00:00,19.18,1:00:00,8.71,11:00:00, 
8/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,3:00:00,32,7:00:00,7.29,1:00:00,3.79,13:00:00, 
8/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.67,22:00:00,10.46,5:00:00,51.66,1:00:00,39.31,22:00:00, 
8/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.67,22:00:00,10.46,5:00:00,19.88,18:00:00,10.96,13:00:00, 
8/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.67,22:00:00,10.46,5:00:00,29.63,17:00:00,22.9,15:00:00, 
8/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.67,22:00:00,10.46,5:00:00,20.41,2:00:00,3.39,22:00:00, 
8/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.67,22:00:00,19.88,18:00:00,19.88,18:00:00,10.91,13:00:00, 
8/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
8/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
9/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32.5,2:00:00,32,15:00:00,22.76,19:00:00,13.28,13:00:00, 
9/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32.5,2:00:00,32,15:00:00,16.27,22:00:00,9.42,13:00:00, 
9/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32.5,2:00:00,32,15:00:00,7.48,18:00:00,3.97,12:00:00, 
9/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.71,2:00:00,10.4,14:00:00,48.96,22:00:00,28.74,12:00:00, 
9/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.71,2:00:00,10.4,14:00:00,20.2,18:00:00,10.39,6:00:00, 
9/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.71,2:00:00,10.4,14:00:00,30,22:00:00,19.83,17:00:00, 
9/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.71,2:00:00,10.4,14:00:00,20.46,16:00:00,4.91,13:00:00, 
9/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.71,2:00:00,10.4,14:00:00,20.2,18:00:00,10.39,6:00:00, 
9/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
9/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
10/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32.6,19:00:00,32,16:00:00,23.71,19:00:00,13.65,12:00:00, 
10/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32.6,19:00:00,32,16:00:00,18.46,17:00:00,13.18,11:00:00, 
10/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32.6,19:00:00,32,16:00:00,7.89,18:00:00,4.7,9:00:00, 
10/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.68,19:00:00,10.35,16:00:00,55.61,17:00:00,33.18,10:00:00, 
10/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.68,19:00:00,10.35,16:00:00,21.81,18:00:00,13.52,9:00:00, 
10/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.68,19:00:00,10.35,16:00:00,34,17:00:00,17.18,11:00:00, 
10/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.68,19:00:00,10.35,16:00:00,22.6,2:00:00,13.18,11:00:00, 
10/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.68,19:00:00,10.35,16:00:00,21.81,18:00:00,13.52,9:00:00, 
10/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
10/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
11/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32.5,8:00:00,32,19:00:00,23.39,18:00:00,15.23,8:00:00, 
11/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32.5,8:00:00,32,19:00:00,17,22:00:00,11,8:00:00, 
11/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32.5,8:00:00,32,19:00:00,6.71,23:00:00,4.56,7:00:00, 
11/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.74,8:00:00,10.46,19:00:00,49.24,18:00:00,31,8:00:00, 
11/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.74,8:00:00,10.46,19:00:00,18.21,18:00:00,11.29,7:00:00, 
11/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.74,8:00:00,10.46,19:00:00,30.69,18:00:00,15.51,8:00:00, 
11/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.74,8:00:00,10.46,19:00:00,19.24,18:00:00,15.37,14:00:00, 
11/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.74,8:00:00,10.46,19:00:00,18.37,18:00:00,11.27,7:00:00, 
11/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
11/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
12/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,4:00:00,31,17:00:00,23.95,19:00:00,18.48,8:00:00, 
12/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,4:00:00,31,17:00:00,17.24,19:00:00,13.67,4:00:00, 
12/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,4:00:00,31,17:00:00,7.31,2:00:00,4.36,9:00:00, 
12/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.69,23:59:00,10.5,19:00:00,50.41,1:00:00,39.84,14:00:00, 
12/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.69,23:59:00,10.5,19:00:00,18.3,23:59:00,10.97,7:00:00, 
12/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.69,23:59:00,10.5,19:00:00,32.2,17:00:00,24.38,14:00:00, 
12/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.69,23:59:00,10.5,19:00:00,20.43,20:00:00,13.97,3:00:00, 
12/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.69,23:59:00,10.5,19:00:00,18.3,23:59:00,10.97,7:00:00, 
12/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
12/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
13/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,20:00:00,31,11:00:00,24.41,18:00:00,15.3,6:00:00, 
13/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,20:00:00,31,11:00:00,20.45,6:00:00,14.03,13:00:00, 
13/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,20:00:00,31,11:00:00,7.25,19:00:00,4.35,9:00:00, 
13/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.79,22:00:00,10.38,18:00:00,50.11,18:00:00,27.3,1:00:00, 
13/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.79,22:00:00,10.38,18:00:00,20.92,20:00:00,11.99,8:00:00, 
13/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.79,22:00:00,10.38,18:00:00,31.32,17:00:00,23.31,13:00:00, 
13/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.79,22:00:00,10.38,18:00:00,20.82,20:00:00,16.62,13:00:00, 
13/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.79,22:00:00,10.38,18:00:00,21.89,18:00:00,12.99,8:00:00, 
13/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
13/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , , , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , , , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , , , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , , , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , , , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5, , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5, , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5, , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
14/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
15/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,11:00:00,31,9:00:00,26.02,19:00:00,18.18,8:00:00, 
15/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,11:00:00,31,9:00:00,17.87,19:00:00,11.89,12:00:00, 
15/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,11:00:00,31,9:00:00,7.1,18:00:00,4.62,15:00:00, 
15/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.91,14:00:00,10.61,4:00:00,50.43,18:00:00,42.42,5:00:00, 
15/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.91,14:00:00,10.61,4:00:00,19.16,18:00:00,12.76,15:00:00, 
15/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.91,14:00:00,10.61,4:00:00,31.11,19:00:00,25.72,11:00:00, 
15/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.91,14:00:00,10.61,4:00:00,20.97,18:00:00,10.21,12:00:00, 
15/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.91,14:00:00,10.61,4:00:00,19.16,18:00:00,12.7,16:00:00, 
15/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
15/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
16/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,13:00:00,31,13:00:00,26.17,20:00:00,17.81,15:00:00, 
16/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,3:00:00,31,13:00:00,19.46,20:00:00,13.32,15:00:00, 
16/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,3:00:00,31,13:00:00,7.95,18:00:00,4.39,10:00:00, 
16/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.81,8:00:00,10.2,11:00:00,54.32,21:00:00,39.4,1:00:00, 
16/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.81,8:00:00,10.2,11:00:00,20.11,21:00:00,12.43,11:00:00, 
16/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.81,8:00:00,10.2,11:00:00,32.23,21:00:00,16.92,14:00:00, 
16/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.81,8:00:00,10.2,11:00:00,28.29,14:00:00,15.51,12:00:00, 
16/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.81,8:00:00,10.2,11:00:00,20.11,21:00:00,12.18,11:00:00, 
16/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
16/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
17/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,9:00:00,31,21:00:00,25.45,18:00:00,18.9,9:00:00, 
17/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,9:00:00,31,21:00:00,18.18,18:00:00,5.56,12:00:00, 
17/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,9:00:00,31,21:00:00,7.12,2:00:00,4.53,7:00:00, 
17/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.91,5:00:00,10.22,16:00:00,52.78,18:00:00,35.74,14:00:00, 
17/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.91,5:00:00,10.22,16:00:00,21.16,18:00:00,11.91,5:00:00, 
17/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.91,9:00:00,10.22,21:00:00,30.48,19:00:00,22.74,15:00:00, 
17/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.91,9:00:00,10.22,21:00:00,21.61,21:00:00,13.7,13:00:00, 
17/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.91,9:00:00,10.22,21:00:00,21.13,18:00:00,11.94,13:00:00, 
17/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
17/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
18/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,11:00:00,31,9:00:00,24.12,18:00:00,17.75,13:00:00, 
18/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,11:00:00,31,9:00:00,17.03,19:00:00,13.69,5:00:00, 
18/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,11:00:00,31,9:00:00,6.84,19:00:00,4.07,8:00:00, 
18/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.72,2:00:00,10.4,17:00:00,50.74,18:00:00,39.09,16:00:00, 
18/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.72,2:00:00,10.4,0:00:00,20.24,17:00:00,11.09,10:00:00, 
18/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.72,2:00:00,10.4,17:00:00,30.17,18:00:00,20.22,2:00:00, 
18/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.72,2:00:00,10.4,17:00:00,20.17,3:00:00,14.7,14:00:00, 
18/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.72,2:00:00,10.4,17:00:00,20.24,18:00:00,11.09,11:00:00, 
18/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
18/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
19/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,11:00:00,31,10:00:00,26.31,10:00:00,17.11,2:00:00, 
19/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,11:00:00,31,10:00:00,16.76,12:00:00,11.13,5:00:00, 
19/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,11:00:00,31,10:00:00,6.49,22:00:00,4.42,5:00:00, 
19/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.72,2:00:00,10.4,17:00:00,47.76,22:00:00,42.42,8:00:00, 
19/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.72,2:00:00,10.4,17:00:00,20.34,11:00:00,11.11,1:00:00, 
19/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.72,2:00:00,10.4,17:00:00,31.4,16:00:00,22.38,2:00:00, 
19/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.72,2:00:00,10.4,17:00:00,22.11,1:00:00,12.74,4:00:00, 
19/10/2025,RKL,SED,BELAIMUNDA,11kV JHARPALAM,2,5,10.72,2:00:00,10.4,17:00:00,20.49,18:00:00,11.11,1:00:00, 
19/10/2025,RKL,SED,BELAIMUNDA,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
19/10/2025,RKL,SED,BELAIMUNDA,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
20/10/2025,RKL,SED,BELAIMUNDA,33kV I/C-1 (GSS), , ,32,14:00:00,31,16:00:00,24.67,18:00:00,19.01,13:00:00, 
20/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (33kV), , ,32,14:00:00,31,16:00:00,17.24,18:00:00,13.16,15:00:00, 
20/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (33kV), , ,32,14:00:00,31,16:00:00,7.69,18:00:00,4.22,8:00:00, 
20/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-1 (11kV), , ,10.57,2:00:00,10.32,5:00:00,49.27,18:00:00,39.28,15:00:00, 
20/10/2025,RKL,SED,BELAIMUNDA,5 MVA PTR-2 (11kV), , ,10.57,2:00:00,10.32,5:00:00,20.64,18:00:00,12.17,4:00:00, 
20/10/2025,RKL,SED,BELAIMUNDA,11kV BADIBAHAL,1,5,10.57,2:00:00,10.32,5:00:00,29.55,17:00:00,23.25,9:00:00, 
20/10/2025,RKL,SED,BELAIMUNDA,11kV TAPRIA,1,5,10.57,2:00:00,10.32,5:00:00,20.59,16:00:00,16.24,14:00:00, 
